RQ794	フェスタガーデン の よう に 、 カジュアル で 若者 が 盛り上がっ てる 感じ の 明るい 雰囲気 だ と 嬉しい です
RQ795	おすすめ が ある 方 、 是非 教え て ください
RQ796	焼肉 の 食べ 放題 の 店 を 探し て い ます
RQ797	横浜 横須賀 周辺 で 探し て い ます
RQ798	学生 な ので 安く て おすすめ の 場所 教え て ください
RQ799	京都 駅 近く 、 河原町 に ある カフェ 、 居酒屋 について 教え て いただき たい です
RQ800	つ お 伺い し たい こと が あり ます
RQ801	京都 駅 近く で 、 横並び の 席 が ある お茶 できる お 店 が あり まし たら 教え て いただき たい です
RQ802	禁煙 店 で お願い いたし ます
RQ803	京都 駅 近く 、 あるいは 河原町 で 、 ディナー 、 お 酒 飲める お 店 を 探し て い ます
RQ804	横並び で 座れる ( カウンター 席 が ある ) お 店 が あっ たら 教え て ください
RQ805	外食 産業 が 発達 し て い ます 此 の 頃 、 お 食事 処 が 至る 所 に 見え ます
RQ806	が しかし 、 数 が 多 する うえ 店 も 大きな 外観 で わかり やすい イメージ だけ で 選ん で しまう ので 食事 も 中華 ・ すし ・ イタリアン くらい で ローテーション し がち です
RQ807	そこで 町 の 外食 店 を 探し たい と 思い まし た が なにせ 個人 で 経営 し て いる 店屋 、 大手 ファミレス 、 フランチャイズ と 星 の 数 だけ あり ます ので 一苦労 です
RQ808	なにか 探し やすい 方法 は あり ます か
RQ809	現在 は google で 検索 し て 周辺 を スクロール し て 探し て い ます
RQ810	池袋 で 高級 で 美味しい お 肉 が 食べ られる お 店 を 探し て い ます
RQ811	池袋 で 仲間 15人 と ランチ を 考え て ます
RQ812	その うち 1人 は 誕生 日 な ので 、 バースデーサプライズ を し て くれる お 店 を 探し て い ます
RQ813	予算 は 2000円 以内 です
RQ814	沖縄 で 美味しい ロブスター が 食べ られる お 店 を 探し て い ます
RQ815	に 家族 で 沖縄 旅行 に 行き ます
RQ816	夕食 で ロブスター を 食べ れ たら 良い な と 思っ て いる の です が 、 なにか オススメ の お 店 あり ませ ん か
RQ817	京都 の ホテルモントレ 周辺 で 、 モーニング を 食べ れる お 店 を 探し て ます
RQ818	伊 右 衛門 サロン 以外 で おすすめ の お 店 が あり まし たら 、 是非とも 教え て ください
RQ819	烏丸 御池 駅 から も 近い お 店 が ベスト で 、 モーニング だ と 料金 も 知れ てる ので 、 予算 の 設定 は 特に 無し で
RQ820	お 店 の 形態 も 特に 問い ませ ん
RQ821	北海道 ( 札幌 ) で しか 食べ れ ない 人気 ラーメン 店 現在 、 札幌 を 旅行 中 で 現地 で しか 食べる こと が 出来 ない 地元 の 人達 に 人気 の ある ラーメン 店 を 探し て おり ます
RQ822	札幌 の ラーメン 店 に 詳しい 方 ぜひとも 教え て ください
RQ823	いくつ か 挙げ て いただく と 助かり ます
RQ824	豊田 から 弥富 の 間 で 、 日曜日 に おいしい 朝 ごはん が 食べ られる お 店 を 探し て い ます
RQ825	( 日曜日 で なけれ ば 、 いろいろ と あて が ある の です が ・ ・ ・ ) 洋食 で も 和食 で も 何 でも いい です
RQ826	なにとぞ よろしく お願い いたし ます
RQ827	難波 から 、 大阪 北 含め て の 周辺 の ディナー の オススメ の 場所 を 探し て い ます
RQ828	今週 末 に 、 気 に なる 女性 に お 付き合い の 申し込み を する 為 に 、 素敵 な お 店 を 探し て い ます
RQ829	また 、 告白 さ れる 場所 として は どちら が 嬉しい の でしょ う か
RQ830	前 に クリ スマ 時期 に 空中 庭園 に 二 人 で 行っ た こと が あり 、 そこ で の 告白 か 、 食事 の 時 に タイミング を 見計らっ て な の か を 考え て い ます
RQ831	また 、 プレゼント は 指輪 など の アクセサリー は 、 重い です か ね
RQ832	気 が ない 可能 性 も 考える 場合
RQ833	こんな 対応 アリ です か
RQ834	( 長文 失礼 し ます ) 土曜 の お昼 、 主人 と 外食 しよ う と 出かけ まし た
RQ835	行く お 店 は 3回 くらい 行っ た こと の ある 和風 の こ じゃれ た お 店 で お 料理 が すごく 美味しい ので 楽しみ に し て 行っ た の です が ・ ・ ・ お 店 に 着い て ランチ メニュー に しよ う と 相談 し て 呼び鈴 で 店員 さん を 呼び まし た 、 すると 奥 から 店員 さん が 出 て き て 「 ラスト オーダー は 1時 30分 まで と なっ て ます 」 言わ れ た ので 「 今 何 時 です か
RQ836	」 と 聞く と 「 1時 28分 です 」 と
RQ837	と 思っ たら ・ ・ ・ もう 受付 られ ない という こと でし た
RQ838	これ って 普通 に 考え たら セーフ です よ ね
RQ839	他 に 理由 ( ランチ が 売り切れ た とか ) なら まだ 納得 も いき ます が 、 「 2時 に 閉店 し ます ので 」 と 言い 、 どうしても 案内 し て くれ ない 様子
RQ840	全然 納得 が いか ない
RQ841	商売 より 自分 たち の 都合 を 優先 し てる と しか 思え ませ ん
RQ842	お 店 の 都合 で 私 たち 客 が 我慢 せ ざる を 得 ない の
RQ843	主人 は すでに 怒っ てる 様子 で 「 今 入っ て 料理 は すぐ に 出 て くる の
RQ844	」 と 聞い て まし た が 、 どう 考え て も 今 から お 料理 が 出 て き て 2時 に 店 を 出る なんて 至難 の 業
RQ845	だっ たら 表 の 営業 中 の 看板 も さげ て 店 の 前 の メニュー を 書い た でっかい 立て 看板 も 下げ て おけ ば いい のに ・ ・ ・ ちなみに この あたり で は 他 の お 店 に ・ ・ と 思っ て も ほぼ あり ませ ん
RQ846	実際 30分 くらい 近辺 の お 店 を 探し て 歩き まし た が 食事 でき そう な ところ が なく 、 仕方 が ない ので パン を 買っ て 帰っ て 家 で 食べ まし た ( 泣 ) こんな 店 あり です か
RQ847	まだ もやもや し てる ので 勢い で 質問 さ せ て 頂き まし た
RQ848	焼肉 屋 の 相談 です
RQ849	四月 に 入っ たら 、 団体 ( 七 人 ぐらい ) で 焼肉 を 食べ に 行く 予定 で 、 うってつけ の お 店 を 探し て い ます
RQ850	･ 池袋 の 東側 、 南側 、 サンシャイン の 辺り ･ 18:00 ~ 19:00 に 店 に 入る ･ 個室 で あっ て も なく て も 良い ･ 電話 予約 で 行っ て も 大丈夫 ･ 夜 でも 高校生 が 入れる ･ おいしい
RQ851	以上 の 条件 に 合う お 店 を ぜひ 教え て ください
RQ852	それと 、 時期 が 時期 だ から 早 目 に 予約 し とか ない と 入れ ませ ん よ ね
RQ853	秋葉原 で キッシュ が 食べ られる お 店 を 探し て い ます
RQ854	雰囲気 良く て お 酒 が 飲める と なお 良い です
RQ855	ご存じ の 方 が いらっしゃれ ば 教え て いただけ ます と 幸い です
RQ856	ワタ ミ の 複数 の 店舗 に わり と よく 行く という 人 が い たら 教え て ください
RQ857	【 炭火 焼 だい に ん ぐ わた みん 家 】 と 【 語らい 処 「 坐 ・ 和民 】 と 【 JAPANESE DYING 和民 】 の それぞれ ホームページ の メニュー を 見 て み た ところ メニュー は ほぼ 同じ という こと な の か な と 思え た の です が 、 ほぼ 同 と 考え て 良い です か
RQ858	また 、 それぞれ 何 か 違い を 知っ て たら 教え て ください
RQ859	別に 批判 を し たい わけ じゃ なく て 、 今度 友達 と 行く 店 を 探し て ます
RQ860	誕生 日 ケーキ 来月 に 知り合い の お 誕生 日 が あり 、 ケーキ を 用意 する こと に なり まし た ( タルト が 好き な よう です )
RQ861	そこで 、 横浜 で タルト を 食べ られる お 店 を 探し て い ます
RQ862	ラメゾン で も 良い の です が 、 2人 で 食べる ので 小さな ホール で も 16cm と 書い て あり 、 どうも 食べ られ そう に あり ませ ん
RQ863	せっかく の お 誕生 日 な ので ホール が いい と 思っ た の です が
RQ864	横浜 で タルト を 食べる こと の できる カフェ や レストラン など ご存じ でし たら 教え て 下さい
RQ865	会津若松 の 郷土 料理 を 家族 4人 で 夕食 として 楽し みたい
RQ866	会津若松 駅前 に 宿 を とり まし た
RQ867	家族 で 郷土 料理 を 楽しみ たい と 思う の です が 、 子連れ OK の おすすめ 店 を 教え て 頂け ませ ん か
RQ868	日付 : 4月 の 土曜日 時間 : 17:30 頃 ~ 場所 : 会津若松 駅 から 半径 8Km 以内 人数 : 4人 ( 夫婦 ・ 小学生 ・ 2歳児 ) 予算 : アルコール を 除い て 、 1万 円 以内 もう少し 希望 を 申し ます と 、
RQ869	会津若松 駅 に 近い ( タクシーワンメーター 圏内 )
RQ870	よく ある チェーン 店 は 絶対 避け たい ( 笑 笑 、 華 の 舞 、 牛 角 等 ) 会津 の 風情 を 感じ ながら 、 食事 が 楽しめる お 店 を 探し て い ます
RQ871	地元 の 方 、 どうか 宜しく お願い 申し上げ ます
RQ872	上野 ・ 湯島 付近 で 、 夕方 頃 まで 営業 し て い て 、 喫煙 できる 飲食 店 湯島 駅 ~ 仲町 通り 付近 で よく 昼食 を とる ん です が 、 喫煙 できる 飲食 店 を 探し て い ます
RQ873	また 、 昼食 を とる 時間 も バラバラ で 平均 的 に は 14時半 ~ 15時半 くらい に なる ん です が 、 その 時間 帯 に は 近く の 喫煙 席 あり の 飲食 店 は 殆ど 夜 に 向け て 一時 閉店 し て しまい ます
RQ874	だけ その 時間 でも やっ てる お 店 ( ラーメン 屋 ) を しっ て いる の です が 、 もう 半年 以上 ほぼ そこ で 昼食 を 取っ て いる ので 、 流石 に 飽き て しまい まし た
RQ875	良い 場所 が あれ ば 教え て 下さい
RQ876	福井駅前 で 大 人数 で ランチ が 食べ られる お 店 を 探し て い ます
RQ877	高校生 19人 な ので 、 値段 も 手頃 な 店 が いい です
RQ878	オススメ の 店 は あり ませ ん か
RQ879	京都 市内 で 生 演奏 の ある 雰囲気 の いい 飲食 店 を 探し て ます
RQ880	今月 初め に 沖縄 へ 旅行 し て き た の です が 、 帰っ て から も 沖縄 の こと が 忘れ られ ず 、 先日 、 木屋 町 三条 上ル の 「 くぼち よ 」 という 沖縄 料理 専門 の 居酒屋 さん に 行き まし た
RQ881	三 線 の 生 演奏 も あっ て 、 すっごく 雰囲気 が 良かっ た です
RQ882	さて 、 この お 店 の よう に 生 演奏 を 売り に し た おすすめ の お 店 は あり ませ ん か
RQ883	もう いい 年 し て ます ので 、 あんまり ロック ロック し た お 店 は 疲れ ちゃい そう です
RQ884	あと 、 琴 や 尺八 は パス さ せ て ください
RQ885	溝の口 ~ 登戸 周辺 で 子連れ で 行ける 居酒屋 または レストラン を 探し て い ます
RQ886	現在 、 1才 8ヶ月 の 元気 な 息子 が おり ます
RQ887	週末 に 結婚 記念 日 が ある ので 、 家族 で 外食 を し たい と 思っ て い ます が 息子 が じっと し て い られ ない ので 出来れ ば キッズルーム ( 個室 、 みんな が 利用 出来る よう な キッズスペース で は あり ませ ん ) の ある 居酒屋 か 完全 個室 の お 店 を 探し て い ます
RQ888	普段 は 、 静か に 座っ て いる こと が 出来 ず ほとんど 外食 でき ない 状況 で 、 外食 し て も 騒い で 迷惑 を かけ て しまう ので 結局 私 が 店 の 外 に 連れ出し 、 ゆっくり 食事 が 出来 ませ ん
RQ889	最近 やっと 授乳 が 終わり せっかく の 記念 日 くらい は 数 年 ぶり に 短時間 でも 良い ので ゆっくり 夫婦 で 外 で お 酒 を 飲み たい と 思っ て い ます
RQ890	どこ か 、 お薦め の お 店 を 教え て ください
RQ891	出来れ ば 駅 から 徒歩 圏内 で お願い し ます
RQ892	大阪 の 梅田 で 食事 する お 店 を 探し て ます
RQ893	梅田 は よく わから なく て 、 、 若い 女性 と 二 人 で 行く の です が 、 気軽 に 入れる 雰囲気 で 美味しく て お 値段 も リーズナブル な ところ を ご存知 の 方 が いらっしゃれ ば お願い し ます
RQ894	時間 帯 で 言え ば 夕方 から 夜 にかけて に なる と 思い ます
RQ895	お 店 で なく て も エリア で も この あたり に いっぱい いい 店 ある よ でも いい です
RQ896	目黒 区 、 世田谷 区 、 品川 区 、 渋谷 区 、 港 区 あたり で 、 祖父母 と 1歳児 連れ で 食事 を する こと に なり 、 木曽 路 や 梅 の 花 の よう な 、 お座敷 の ある 個室 の お 店 を 探し て い ます
RQ897	検索 し て も なかなか 見つから ず 、 ご存知 の 方 が いらっしゃっ たら よろしく お願い いたし ます
RQ898	吉祥寺 の お 店 を 探し て ます
RQ899	この 前 、 友達 と 行っ た お 店 な の です が 、 お 店 の 名前 が わかり ませ ん
RQ900	どなた か わかる 方 教え て ください
RQ901	お 店 と は 関係 ない と 思う の です が 大きな 馬 の オブジェ が お 店 の 前 に あり まし た
RQ902	パン を 店員 さん が 持っ て き て くれる イタリアン の お 店 です
RQ903	お 店 は 一 階 でし た
RQ904	雰囲気 も 素敵 で 味 も よく て また ぜひ 行き たい の です が 、 お 店 の 名前 を 忘れ て しまい まし た
RQ905	近く に ゆう れい 居酒屋
RQ906	という お 店 が あっ た と 思い ます
RQ907	ぜひ どなた か 教え て ください
RQ908	東京 で 牛肉 料理 と デザート が 豊富 な レストラン ・ 居酒屋 を 教え て ください 初 デート で 夜 に レストラン ・ 居酒屋 に 行こ う と 思っ て い ます
RQ909	相手 の リクエスト は 肉 と デザート が 美味しい 店 です
RQ910	お 店 を 探し て みる と 、 無数 に あっ て 絞り きれ ませ ん
RQ911	そこで 皆様 の おすすめ なお 店 が あり まし たら 教え て ください
RQ912	( 出来れ ば 実際 に 使用 し た お 店 で 感想 も 聞き たい です ) ○ 要件 ・ 場所 は 東京 で 山手 線 付近 ・ 肉 料理 は 豊富 ( ステーキ は MUST ) ・ デザート は 有る 程度 揃っ て いる ・ 店内 は 落ちつい て いる or 個室 ・ 飲み 放題 プラン が ある と ○ ・ 費用 は 一 人 で 8千 円 まで ○ 参考 以下 の よう な お 店 は 候補 に 入り ます
RQ913	com / 0006027643/ 以上 、 宜しく お願い し ます
RQ914	【 コイン 500枚 】 有楽町 駅 で 30代 女性 に お 勧め の 居酒屋 有楽町 駅 、 日比谷 駅 周辺 で よく 友人 と 集まり ます
RQ915	前半 の 7人 くらい で 入れる お 勧め の 居酒屋 は あり ます か
RQ916	飲ま ない 子 も いる ので 、 食事 の 美味しい ところ が いい です
RQ917	おしゃれ な お 店 だ と 嬉しい です が 、 ちょっと 汚かっ たり 古臭く て も 構い ませ ん
RQ918	ゲラゲラ 笑い ながら 、 長居 できる お 店 を 希望 です
RQ919	そして 値段 は 、 5000円 以下 で 楽しめる お 店 だ と 嬉しい です
RQ920	今 まで は 有楽町 駅 で 待ち合わせ て 、 すぐ そば の 鳥 貴族 か 、 キャッチ の お 兄さん に ついて行っ て い た の です が 先日 いかにも 「 ぼっ た くり 」 という お 店 に 入っ て しまい ガッカリ でし た
RQ921	もう いい 年 な ので 、 ちゃんと し た お 店 を 探し たい なぁ と 思っ て い ます
RQ922	食べ ログ や ホットペッパー を 見 て も 、 みんな 似 たり 寄っ たり か なぁ なんて 思っ て しまい ・ ・ ・ 皆さん の おすすめ が あっ たら 教え て ください
RQ923	大阪 出張 の 時 に 利用 する お 店 を 探し て い ます
RQ924	部署 が 変わっ て これから 大阪 を 担当 する こと に なり 出張 が 増え ます
RQ925	仕事 は 接待 から の 契約 が 基本 的 に 多い ので 、 毎日 接待 ばかり です
RQ926	接待 で 使え そう な お 店 は どの 辺 に なる の でしょ う か
RQ927	顧客 は 豊中 、 梅田 、 箕面 の あたり です
RQ928	接待 です ので 、 落ち着い た 感じ で カワイイ 女の子 が い ない と 話 に なり ませ ん
RQ929	もし 接待 で よく 使わ れる お 店 が あれ ば 教え て 下さい
RQ930	京都 駅 周辺 又は 四条 周辺 又は 十 条 周辺 で 40人 の 予約 が でき 、 スーツ で も 問題 ない よう な お 店 を 探し て ます グルナビ や ホットペッパー 等 で 色々 探し て は いる の です が 、 お 勧め の お 店 等 あり まし たら 是非 教え て 下さい
RQ931	今年 が 嫁 の 両親 の ルビー 婚 式 に あたる らしく 、 両親 が 上京 し た とき に お祝い し たい と の 嫁 から の 要望 で 銀座 付近 で ふさわしい 店 を 探し て い ます
RQ932	義父 が 昔 から ワイン 好き で 旅行 で は 必ず とっ て いい ほど ワイン 蔵 めぐり を 日程 に 組み入れる ほど です
RQ933	私 自身 は まったく そういう 店 に は 縁 が なく 無知 です
RQ934	お 勧め の 店 が あれ ば 至急 教え て ください
RQ935	お 知恵 を お 貸し 下さい m (__) m
RQ936	週末 に 女性 だけ の 4~ 5人 で 、 14時 から 18時 くらい で 、 ゆっくり おしゃべり が 出来 て 、 何 か 食べる 事 が 出来 て 、 ソフトドリンク が 飲み 放題 の お 店 を 探し て おり ます
RQ937	時間 制限 あり の 場合 は 、 出来る 限り 3時間 くらい は いる 事 が 出来る と 嬉しい です
RQ938	予算 は 、 一 人 3千 円 です
RQ939	場所 は 、 都心 を 希望 です
RQ940	大人 の 集まり な ので 、 あまり 騒がしく 無い 所 を 探し て おり ます
RQ941	色々 探し て おり ます が 、 予算 オーバー や 女子 会 メニュー + ワン ドリンク のみ 等 しか 見つから ず 困っ て おり ます
RQ942	久々 の 集まり な のに 、 場所 が 無く て 途方 に くれ て おり ます
RQ943	難しい かも 知れ ませ ん が 、 情報 を お願い 致し ます
RQ944	ビーフ シチュー の 美味しい お 店 を 探し て い ます
RQ945	京都 市内 で 出来れ ば 駐車 場 が あれ ば ありがたい です
RQ946	都内 で おいしく リーズナブル に ワイン が 飲める お 店 を 探し て い ます
RQ947	グラス ワイン が 豊富 で 、 特に 赤ワイン が 好き な ので 赤ワイン が おいしい お 店 だ と 嬉しい です
RQ948	大所 帯 で 顔合わせ が できる お 店 を 探し て い ます
RQ949	場所 は 横浜 周辺 で 予算 は 一 人 7000円 以内 、 大人 10名 + 子供 ( 0歳 ~ 8歳 ) 5名 の 計 15名 で 小さい 子ども が いる ので できれ ば 座敷 が 希望 です が 、 なかなか 見つから ず 苦戦 し て い ます (°_°) どなた か 良い ところ を ご存知 でし たら 教え て 頂ける と 助かり ます & gt ;_& lt ; よろしく お願い し ます
RQ950	友達 が 近々 誕生 日 な ん です
RQ951	夕食 を 一緒 に 食べ てる 予定 な ん です が サプライズ を し て くれる お 店 を 探し て い ます
RQ952	高校生 な ので 1人 2000円 くらい と 考え て い ます
RQ953	江戸川 区 、 市川 、 船橋 あたり で いい お 店 ない です か
RQ954	あれ ば 教え て ください
RQ955	前 に 行っ た 香川 県 の 讃岐 うどん の お 店 を 探し て い ます
RQ956	お 店 の 名前 を 覚え て い ませ ん が 、 手掛かり は 、 香川 城 の 近く ( その 前後 に 行っ た 覚え )、 藁 葺き 屋根 の 大きな 建物 、 つゆ が 大きな トックリ に 入れ て あっ た こと だけ です
RQ957	貸切り タクシー の 運転 手 さん が 連れ て 行っ て くれ た ので 有名 店 と 思い ます
RQ958	、 浅草寺 で 初詣 デート 後 に ランチ で 行き たい お 店 を 探し て い ます
RQ959	お ススメ を 教え て ください
RQ960	なぜ その お 店 が いい の かも 教え て ください
RQ961	石釜 麻 婆 豆腐 が ある お 店 を 探し て い ます
RQ962	三重 県 四日市 市 に 住む 者 です
RQ963	東海 地方 ( 四 日 市 から 遠く て も 1時間 程度 で 行ける ところ ) で 、 普通 の 麻 婆 豆腐 で は なく 石釜 麻 婆 豆腐 が ある お 店 を ご存知 の 方 は 是非 教え て 頂け ませ ん か
RQ964	広島 市内 で 九州 の 焼き鳥 が 食べ られる 店 を 探し て い ます
RQ965	ご存知 の 方 、 教え て 下さい
RQ966	難波 に ある イタリアン で バイキング の お 店 を 探し て い ます
RQ967	確か CITY や ﾊﾟｰｸｽ の 建物 の 中 に あっ て 、 ﾊﾟｽﾀ を 注文 すれ ば 、 バイキング 形式 で 野菜 や ﾋﾟｻﾞ が 食べ られる という お 店 です
RQ968	店員 さん の 服装 は バーテンダー の よう な 格好 でし た
RQ969	どうしても 調べ て おき たい こと が あり 、 CITY や ﾊﾟｰｸｽ の フロア で 調べ たり し た の です が 見つから なく て 困っ て い ます
RQ970	程 前 に 行っ た 場所 な の です が 、 潰れ た ん じゃ ない か と 不安 に 思い ます
RQ971	あまり CITY や ﾊﾟｰｸｽ の 内部 を 把握 でき て い ない ので 、 場所 を 覚え て い なく ﾚｼｰﾄ も 捨て て しまっ た 私 の 責任 です が どうか ご存知 の 方 が いらっしゃい まし たら 、 ご 回答 よろしく お願い し ます
RQ972	大阪 で 、 出来れ ば ミナミ か キタ で 、 イタリアン の 美味しい お 店 を 探し て い ます
RQ973	ですが 、 チェーン 店 で あっ たり 、 ビス トロ や 、 ピツェリア 、 トラットリア の ランク で は なく 、 リストランテ を 希望 し て い ます
RQ974	本格 イタリアン が なかなか 見つから ず 、 ホテル の 高級 イタリアン は フレンチ みたい で 感性 が 合い ませ ん
RQ975	どなた か 、 ご存知 の かた が いれ ば と 思っ て い ます
RQ976	大阪 市内 で ブランド 牛 の 食べ 放題 できる 店 を 探し て い ます
RQ977	どこ か あり ませ ん か
RQ978	ゆり かもめ 沿線 で オムライス が 美味しい お 店 を 探し て ます
RQ979	オムライス 専門 で なく て も 構い ませ ん し 、 金額 は 特に 気 に し ませ ん
RQ980	オススメ が あり まし たら お願い いたし ます
RQ981	親孝行 の ため の レストラン 私 は 都内 の 大学生 です
RQ982	昨年 は いろいろ あり 、 それ を 支え て くれ た 両親 に 親孝行 し たい と 思い まし た
RQ983	当初 は 海外 旅行 を
RQ984	と 思い まし た が 大学生 な ので 金銭 的 に 断念 し まし た そこ で 都内 の レストラン で 、 親 を 連れ て 行く よう な 場面 に 適し て いる よう な 飲食 店 を 教え て いただけ ない でしょ う か
RQ985	両親 だけ で なく できれ ば 祖父母 もつれ て いっ て あげ たい です
RQ986	なので 、 祖父母 も 食べる よう な 料理 で 、 あまり 固 すぎ ない お 店 ( マナー が ある フランス 料理 等 ) で 、 喜ば れる よう な お 店 を 探し て い ます
RQ987	予算 は 1人 10,000~ 20,000円 ぐらい を 考え て い ます
RQ988	回答 の 方 、 よろしく お願い し ます
RQ989	大阪 の 難波 地域 限定 で 高級 ディナー を 楽しめる お 店 を 探し て い ます
RQ990	中旬 に 難波 限定 で ディナー を 予定 し て おり ます
RQ991	現在 東京 在住 です が 、 毎年 、 難波 に この 時期 出かける ため 、 ここ 数 年 は 「 スイス ホテル 」 の 最上階 「 タボラ 36 」 を 利用 し て い ます
RQ992	移動 手段 は 、 「 徒歩 」 を 考え て い ます
RQ993	今年 は 、 違う お 店 の 利用 も 検討 し たい ので 、 自腹 で なけれ ば この お 店 に 連れ て 行っ て ほしい など 、 高級 感 の ある ディナー を 楽しめる レストラン を 探し て い ます
RQ994	とにかく 高級 ( ただし 会員 制 など は 紹介 が ない ので はずし て ください )
RQ995	雰囲気 が とても 素敵 ( 高級 店 だ と ある程度 素敵 な 雰囲気 だ と 思い ます が )
RQ996	料理 ジャンル および 、 金額 に 設定 なし
RQ997	できれ ば 夜景 が 素敵 ( この 夜景 に こだわる と 「 スイス ホテル の タボラ 36 」 に 毎年 落ち着い て しまう の です
RQ998	) 以上 で 気 に なる レストラン が 思い 浮かび まし たら 、 是非 教え て ください
RQ999	大阪 住 の 高校生 です
RQ1000	今週 の 10日 が 彼氏 の 誕生 日 な の です が 、 高校生 が 入っ て も 場違い じゃ ない お 店 を 探し て い ます
RQ1001	いろいろ 検索 し て 探し た の です が 、 ちょっと 見つけ づらかっ た ので 質問 さ せ て いただき まし た
RQ1002	希望 は 、 ・ 大阪 市内 ・ ディナー ・ 高校生 で も 入り やすい ・ 安価 ・ チーズフォンデュ が 食べ れる ・ 禁煙 席 有り 予算 は 、 一 人 あたり ~ 2000円 前後 が 望ましい です
RQ1003	希望 が 多 すぎる ので 難しい かも しれ ない です が 、 みなさん の 知恵 を お 貸し ください & gt ;& lt ; 上記 が 難しけれ ば 、 「 大阪 市内 の 安価 で 高校生 カップル の 誕生 日 に ふさわしい お 店 」 でも 大丈夫 です
RQ1004	あ 、 二 人 とも たばこ は 嫌い な ので 「 禁煙 席 有り 」 も 譲れ ない です ね
RQ1005	※ ラ・パウザ と ふ ー み ー 以外 で お願い し ます
RQ1006	お手数 を おかけ し ます が 、 よろしく お願い いたし ます
RQ1007	長文 失礼 し まし た
RQ1008	町田 駅 周辺 で ご飯 も 食べ れ て 友達 の 誕生 日 の お祝い を できる お 店 を 探し て い ます
RQ1009	学生 な ので そんなに 高く ない 場所 が 希望 です
RQ1010	よろしく お願い し ます (´･ ω ･`)
RQ1011	京都 の オススメ 居酒屋 を 教え て 下さい
RQ1012	予算 は あり ませ ん
RQ1013	高く て も 全然 いい し 安けれ ば なお 嬉しい です が 、 懐石 料理 とか 、 何と いう か 京都 の 高級 料亭 的 な イメージ の 店 じゃ なく て 、 あくまでも 居酒屋 が 希望 です
RQ1014	グルメ が 趣味 で 新規 開拓 も 大好き で 、 東京 、 名古屋 、 大坂 で は まず ハズ さ ない のに 、 京都 は とことん 玉砕 です (& gt ;_& lt ;) 自分 で 言う の も です が 、 舌 は かなり 肥え て いる と 周囲 に 言わ れ ます
RQ1015	居酒屋 とか ダイニング な ん とか という ジャンル の 店 を 探し て い て 、 メニュー が 豊富 だ と 嬉しい です
RQ1016	唸る ほど 美味しい 店 を 知っ てる よ って 方 、 お願い し ます m (__) m
RQ1017	都内 で ケーキ を 持ち込め て 、 なおかつ 持ち込み 料 の かから ない お 店 を 探し て い ます
RQ1018	料理 の ジャンル は 問い ませ ん
RQ1019	食事 を する の は 夜 で 、 友達 の バースデー に 手作り の ケーキ を サプライズ し たい です
RQ1020	持ち込み 料 が かから ず 、 料理 の 味 も そこそこ なお 店 が あれ ば 教え て ください
RQ1021	千葉 ~ 東京 都 で ソーセージ の 美味しい お 店 を 探し て い ます
RQ1022	最近 ソーセージ に ハマっ て い て 、 今度 彼女 を 美味しい ソーセージ レストラン ( or バー ) に 連れ て 行こ う と 思っ て い ます
RQ1023	理由 は 先日 鎌倉 で デート し た 際 に 食べ た ソーセージ が 非常 に 美味しく て 、 2人 とも その 魅力 に 惹か れ て しまい 、 今 で は 虜 に なっ て い ます
RQ1024	私 の 住まい は 船橋 市 な の です が 、 周辺 で 美味しい ソーセージ レストラン を あまり 聞い た こと が あり ませ ん
RQ1025	なので ぜひ 電車 で 行ける よう な 範囲 で おすすめ の ソーセージ レストラン が あれ ば と 思い 質問 いたし まし た
RQ1026	なんば 周辺 で 、 ランチ の 出来る おしゃれ な お 店 を 探し て い ます
RQ1027	希望 として は 、 10人 前後 で 入れる 個室 が あり 、 ゆったり 過ごせる ところ です
RQ1028	予算 は 1000円 前後 で 考え て い ます
RQ1029	大阪 の うなぎ 屋 さん について 鰻重 の 店 を 探し て い ます
RQ1030	そこで 、 はみ出る ぐらい 大きな うなぎ が のっ た 鰻重 を 食べ られる お 店 は あり ませ ん でしょ う か
RQ1031	大阪 で 探し て い ます ご
RQ1032	回答 よろしく お願い し ます
RQ1033	テーブル マーク の 「 ご っ つ 旨い ねぎ 焼 」 を 東京 で 入手 可能 な お 店 を 探し て い ます
RQ1034	ご存じ の 方 が いらっしゃい まし たら 、 情報 お願い し ます
RQ1035	飲み屋 の 探し 方 について オフ 会 を する こと に なり 、 飲み屋 を 探す 担当 に なり まし た
RQ1036	( まだ 詳しい こと は 決まっ て ない ( 相談 中 ) です が 、 住ん でる 場所 的 に 私 が 一番 近い ( それでも 電車 で 40分 ほど ) から ) です が お 店 探し など は し た こと が ない ので 、 どう いっ た 方法 で お 店 を 探し たら いい の か そこ から わから ず 、 質問 し まし た
RQ1037	実際 に 行く の は 難し そう な ので 、 ネット か なー と は 思っ てる の です が … …
RQ1038	おすすめ の サイト か アプリ か が あれ ば それ も 教え て くだされ ば 幸い です
RQ1039	大阪 か 神戸 で 一 人 で 火 鍋 が 食べ られる お 店 、 あり ます か
RQ1040	中国 に 出張 し て い た とき は 、 当たり前 の よう に 一 人 で 火 鍋 が 食べ られ まし た
RQ1041	都内 で は やっと 一 ヶ所 見つけ て 通いつめ て い ます が 、 関西 で は 2人 以上 じゃ ない と 注文 でき ない 店 しか 知り ませ ん
RQ1042	大阪 か 神戸 で ディナー タイム に 一 人 でも 火 鍋 が 食べ られる お 店 を 探し て い ます
